case_id,stateofcase,court_rules,ruling,judge,dept_num,litigating_attny,max(emp_ssn),client_ssn
470346,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Penny Eckford,1100-116,537-19-5854,669-92-0934,509-30-9120
470529,resolved,https://www.courts.wa.gov/court_rules/,guilty,Zaccaria Clemence,0600-104,461-03-6455,418-47-6429,257-25-2217
471796,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Alejandro Wanka,8140-104,544-78-8318,544-78-8318,835-91-5218
472473,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Hurlee Cicchinelli,2911-114,387-25-1188,777-41-2922,548-34-8167
474443,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Alec Brunelleschi,4613-118,612-84-0564,612-84-0564,561-11-9960
474861,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Maritsa Brommage,5785-104,223-98-1089,847-13-1704,689-61-5613
474989,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Woodie Matzke,0600-122,404-04-8585,259-19-1686,895-67-6519
475745,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Immanuel Tivers,8140-122,184-17-1439,121-92-1607,723-96-1978
475784,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Adoree McMaster,5785-104,223-98-1089,847-13-1704,465-25-2299
477893,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Carmen Sunner,4805-104,412-64-9829,412-64-9829,422-21-4958
478090,resolved,https://www.courts.wa.gov/court_rules/,guilty,Christabel Ashdown,0813-110,154-07-9921,529-91-5824,683-59-5486
480781,in_court,https://www.courts.wa.gov/court_rules/,guilty,Egan Orrow,0813-110,307-70-6151,529-91-5824,683-59-5486
480924,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Catrina Banger,4805-104,303-94-6478,303-94-6478,549-96-0554
481280,resolved,https://www.courts.wa.gov/court_rules/,guilty,Andrej Yeo,0600-104,109-40-6855,418-47-6429,765-41-3405
482750,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Guthrie Casarino,6401-124,607-16-1404,714-30-6382,283-74-5052
485115,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Darla Rewcassell,6401-108,894-66-8353,690-75-6207,601-09-2279
487489,resolved,https://www.courts.wa.gov/court_rules/,guilty,Malena Wilds,1489-100,482-59-6333,124-06-6949,655-17-0118
488204,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Dorene Talby,4805-108,472-63-0366,597-92-7107,846-86-6673
490061,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Nerita Rosenfarb,7692-106,197-36-2154,636-88-4987,779-50-7003
490790,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Kevin Feehely,2911-114,122-08-8568,307-54-2627,548-34-8167
493820,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Ede Adne,2423-122,258-70-5396,111-12-2834,703-34-7149
495016,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Tarra Kingswoode,0813-110,382-05-4321,454-74-9267,557-10-0169
495129,resolved,https://www.courts.wa.gov/court_rules/,guilty,Katalin Tytherton,1489-110,162-52-4525,869-25-8795,811-52-9315
495778,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Esmaria Togwell,3085-100,308-42-7162,308-42-7162,879-21-3908
495784,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Meggy Strongitharm,2911-122,120-28-3545,463-29-1078,704-58-0902
496154,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Man Tupp,2423-122,111-12-2834,258-70-5396,384-86-7400
496205,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Marylin Rowly,1100-116,139-50-9142,139-50-9142,624-49-9692
496939,resolved,https://www.courts.wa.gov/court_rules/,guilty,Leif McCuffie,4773-118,567-36-1271,879-06-2158,667-86-2055
497878,resolved,https://www.courts.wa.gov/court_rules/,guilty,Whitby Alvares,4268-106,388-98-4676,841-01-7263,765-15-2167
498193,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Ernie Oldaker,0600-110,405-44-3872,405-44-3872,339-56-0799
498280,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Ly Bene,2939-110,548-26-4588,832-55-6623,629-58-9343
499657,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Armstrong Kellet,2423-124,487-02-3714,778-70-9848,182-91-2693
499696,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Dode Trime,7692-120,626-83-2558,499-22-1580,780-20-1018
500041,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Jessey Dracksford,2939-100,324-29-1781,324-29-1781,443-32-9331
502294,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Port Roger,4773-102,523-20-1170,523-20-1170,730-17-8957
502544,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Ahmad Americi,1568-100,723-78-7511,728-59-5085,818-16-5954
503509,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Woodie Jorge,1568-100,232-51-9411,723-78-7511,457-95-3276
506047,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Mohandas Cluatt,1947-112,601-84-1295,513-27-1794,437-79-7863
506091,in_court,https://www.courts.wa.gov/court_rules/,guilty,Elnar Honniebal,1568-124,129-67-0193,129-67-0193,818-27-1251
506971,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Miriam MacCroary,8140-104,165-46-3512,165-46-3512,212-20-1544
510435,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Skyler Pampling,1489-124,740-96-7392,755-42-9395,805-32-0671
512053,in_court,https://www.courts.wa.gov/court_rules/,guilty,Marga Dumbleton,1100-104,112-21-7280,290-19-1965,388-70-1696
512558,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Mirabella Kuna,6708-106,649-09-6986,428-19-9096,879-63-3176
512704,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Rosabelle Cours,0600-110,473-56-2674,882-23-2908,519-65-2347
514390,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Tadeo Wilmot,2911-114,149-29-8407,149-29-8407,318-55-9543
514615,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Shepard Linklater,2423-122,111-12-2834,111-12-2834,745-07-0573
515103,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Betsey Schott,4773-102,298-08-2559,395-87-4103,669-64-9292
519571,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Mal Harron,6401-104,436-33-1850,606-83-4450,477-76-5403
519691,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Bennie Casbon,5785-104,188-70-4037,223-98-1089,649-06-3043
521358,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Lidia Domm,0600-110,391-17-3340,432-30-5886,256-80-9584
521586,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Elizabet Ricart,2423-116,763-09-1615,763-09-1615,609-61-3181
521706,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Sada Staples,4613-118,850-83-4555,392-97-5340,636-18-5560
521795,resolved,https://www.courts.wa.gov/court_rules/,guilty,Lucais Shillito,4613-106,399-82-4717,399-82-4717,119-24-0657
522041,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Dilan Cumberbatch,0813-114,663-88-8438,489-03-0353,375-34-6954
523661,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Alick Tasseler,1100-110,481-76-2247,885-10-8254,508-60-2146
527208,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Lindi Crossthwaite,8140-100,216-97-1067,283-73-0943,310-70-5700
529926,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Alida Caras,4613-118,288-22-0645,610-37-6493,561-11-9960
531502,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Timothee Bohden,8140-124,742-85-9121,658-32-7840,206-73-5019
532067,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Libbi Jarmain,4773-102,437-71-4238,437-71-4238,730-17-8957
534203,resolved,https://www.courts.wa.gov/court_rules/,guilty,Ransom Corby,1947-124,834-99-3273,852-18-2405,335-01-7637
534782,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Florian Yearn,1947-124,852-18-2405,586-19-1720,778-43-6639
537159,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Alli Trayford,0600-110,432-30-5886,391-17-3340,249-25-4917
537562,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Tamarra Goady,4700-104,548-75-5399,104-61-6529,615-82-9745
543270,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Etheline Standish,3571-102,308-16-1736,810-34-3730,401-63-5056
543549,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Lev Pringell,0600-122,404-04-8585,404-04-8585,765-24-4730
543791,in_court,https://www.courts.wa.gov/court_rules/,guilty,Cornell Rivard,6401-112,502-59-2516,129-75-5405,277-93-9301
544117,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Keir Blenkhorn,2911-106,372-52-7120,445-68-9334,228-60-7810
546632,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Harlen Behn,2911-114,149-29-8407,208-17-8822,767-46-1800
546964,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Byram Lerven,1947-106,233-97-0952,661-52-8175,524-38-9234
547172,in_court,https://www.courts.wa.gov/court_rules/,guilty,Antone Craddock,3360-106,454-93-8562,454-93-8562,516-06-7518
547473,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Reed Tewkesbury.,7922-124,289-17-0347,597-95-0415,693-17-6962
548220,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Ravi Southcoat,0600-110,432-30-5886,882-23-2908,575-81-8143
548736,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Pearline Skeath,0600-122,259-19-1686,259-19-1686,596-39-3726
549143,in_court,https://www.courts.wa.gov/court_rules/,guilty,Kerry Prothero,6708-116,525-18-0199,878-58-7566,152-94-4764
550123,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Desirae Skeat,0600-104,192-76-0381,739-18-5188,597-18-3829
554716,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Tish Fullstone,8140-100,216-97-1067,249-94-3751,839-79-4451
557544,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Hort Helder,2911-122,426-67-7034,463-29-1078,286-94-8731
559051,in_court,https://www.courts.wa.gov/court_rules/,guilty,Winston Garth,8757-122,708-16-1255,708-16-1255,524-92-9805
559434,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Tim Staveley,8140-104,165-46-3512,882-53-4895,821-32-2644
560783,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Garnet Baythorp,2939-102,172-69-8751,379-25-6271,441-96-0357
560887,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Doria Skilling,8140-124,505-65-0712,658-32-7840,542-53-8013
562160,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Lydie Greenhough,8140-114,226-63-8285,280-27-5377,836-03-8754
565048,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Lari Tolan,1568-124,212-25-3602,168-48-7836,331-63-4679
566820,in_court,https://www.courts.wa.gov/court_rules/,guilty,Parry Syne,6401-108,401-36-9299,401-36-9299,447-12-1794
567378,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Noe Darben,8140-114,669-41-0587,730-48-7842,196-80-9763
567565,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Opalina Zorer,6401-106,316-42-4973,319-44-8913,492-08-4476
568273,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Ignacius Matzaitis,8140-124,742-85-9121,627-25-1268,717-55-8172
570082,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Mercie Mourbey,4268-106,744-21-1768,519-49-0274,248-29-1717
571396,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Mady Morrad,7817-106,236-99-0161,764-57-0411,468-16-8121
571747,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Issi Scase,3571-114,536-02-6115,740-51-3147,550-42-8726
572537,in_court,https://www.courts.wa.gov/court_rules/,guilty,Elsworth Kinder,3571-122,684-61-2022,546-74-7217,451-40-8628
572585,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Nissa Gozzard,1489-100,761-32-6811,763-47-7190,749-83-3166
572907,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Nial Spurden,3360-106,196-90-9192,531-28-3522,560-19-5592
573239,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Karia Verriour,5785-104,223-98-1089,829-06-0986,121-72-1546
573778,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Dallas Itzhaiek,4700-104,898-54-5280,548-75-5399,177-26-0021
575650,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Fields Hourstan,1489-110,261-86-4078,829-21-7019,261-46-3632
576938,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Norah Stigers,2911-114,777-41-2922,387-25-1188,754-75-3183
578584,resolved,https://www.courts.wa.gov/court_rules/,guilty,Nealson Caldairou,4613-106,735-25-5363,144-49-6336,561-19-5381
578727,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Jolene Aspden,3360-118,805-22-4564,805-22-4564,301-15-1866
579842,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Martainn Greason,8140-102,818-77-8533,773-73-3135,836-08-6174
580582,resolved,https://www.courts.wa.gov/court_rules/,guilty,Edan Wolland,1489-124,306-71-3493,755-42-9395,698-70-5264
580912,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Travus Riglar,4773-104,227-73-2714,351-30-5734,147-21-5857
581939,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Blinni Aldwinckle,2939-110,820-05-8945,832-55-6623,312-69-0502
582525,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Merlina Johnes,2939-110,887-66-6020,556-29-9446,348-72-6005
582986,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Rosalynd McCann,1947-112,147-11-2492,601-84-1295,472-83-1637
586212,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Bord Pirnie,4773-118,611-09-7782,610-32-3260,730-58-2568
589465,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Miller Patullo,6401-108,850-48-9127,850-48-9127,893-11-2270
590067,resolved,https://www.courts.wa.gov/court_rules/,guilty,Veronike Costard,6401-112,293-85-2516,293-85-2516,479-78-6573
590145,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Hal Rapi,1489-100,812-50-4919,482-59-6333,810-55-5967
591164,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Anett Walentynowicz,2911-114,777-41-2922,656-51-2165,767-46-1800
591422,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Lion Gelland,1568-124,700-42-6220,168-48-7836,224-86-7521
592075,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Dick Sparkwill,1489-124,286-08-6820,740-96-7392,753-26-1834
593971,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Letisha Everest,6401-108,894-66-8353,584-31-9438,843-20-6193
596272,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Scottie Ackroyd,0600-112,569-78-6620,274-42-2902,519-62-8307
596276,in_court,https://www.courts.wa.gov/court_rules/,guilty,Kathie Barok,4773-104,184-54-7545,351-30-5734,815-60-3422
596677,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Leila Fashion,8140-124,627-25-1268,742-85-9121,840-91-3483
597019,in_court,https://www.courts.wa.gov/court_rules/,guilty,Bail Seymer,8140-122,121-92-1607,879-83-9746,200-94-1797
597557,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Husein Toleman,0813-110,529-91-5824,307-70-6151,898-91-8536
597656,in_court,https://www.courts.wa.gov/court_rules/,guilty,Reinald Schober,3360-118,723-16-6450,805-22-4564,769-47-5161
598799,resolved,https://www.courts.wa.gov/court_rules/,guilty,Miltie Haxell,8757-112,607-33-8140,587-84-7042,119-20-0533
599907,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Rosaline Eglise,1100-116,669-92-0934,571-47-1263,397-87-7538
602220,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Jasun Daud,8140-120,890-27-5563,891-02-4856,240-90-5841
604382,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Tanya Kilius,0813-110,287-83-1678,307-70-6151,383-95-1526
605101,resolved,https://www.courts.wa.gov/court_rules/,guilty,Lena Brackenbury,7692-106,521-96-2669,794-62-6350,697-19-7107
605880,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Elijah Boscott,7692-106,521-96-2669,636-88-4987,736-55-1059
607768,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Sharai Doggerell,2423-108,884-37-4605,884-37-4605,647-39-7358
608665,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Verge Volette,0813-114,855-85-6441,663-88-8438,676-11-4997
609119,resolved,https://www.courts.wa.gov/court_rules/,guilty,Carey Brewers,4268-106,477-26-3173,885-41-5161,326-64-0634
609163,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Farly Flather,1100-104,242-65-5383,515-35-4932,651-36-4744
609251,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Luis Trahearn,1568-100,253-94-4830,684-88-9724,113-23-6467
610005,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Diego Dandy,3571-114,891-68-1137,891-68-1137,595-21-0717
610997,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Haven Marder,4268-124,861-61-9976,539-48-2897,249-14-8089
611270,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Harrie Briars,1947-106,141-90-0882,800-96-9097,239-53-0528
612254,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Nicolina Marriage,3360-118,723-16-6450,560-32-7632,757-29-0118
612527,resolved,https://www.courts.wa.gov/court_rules/,guilty,Renaldo Pipes,1100-116,201-02-3735,542-51-7064,453-53-6977
613310,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Andrus Yelland,1489-110,261-86-4078,761-94-2452,645-57-8238
614157,resolved,https://www.courts.wa.gov/court_rules/,guilty,Neila Pammenter,2423-116,650-35-7298,452-11-7128,180-46-1381
614375,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Wanda Perse,3085-100,414-68-0779,884-65-9731,809-57-7830
614667,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Tammie Gabel,6401-110,291-47-1944,291-47-1944,450-01-8956
616556,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Bern Alderwick,1568-100,174-26-1562,174-26-1562,321-24-7796
616955,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Boyce Gunson,2423-116,643-91-9391,650-35-7298,647-65-2481
617871,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Cayla O'Keaveny,5785-110,228-29-2235,206-67-3369,588-40-7136
618151,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Isis Coon,4700-104,104-61-6529,564-13-6541,685-47-5877
618442,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Gretna Dayly,4805-108,202-06-2837,727-41-2052,708-60-8743
622792,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Athena Tither,3571-102,465-88-0821,861-41-8404,550-23-4881
623469,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Livvyy Davidovich,5785-122,356-72-7977,593-21-9391,419-03-7773
623578,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Evyn Shallo,2911-114,206-13-8461,387-25-1188,286-99-2451
624140,in_court,https://www.courts.wa.gov/court_rules/,guilty,Roobbie Beloe,1489-110,869-25-8795,508-67-0117,750-19-3043
626767,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Aluino Harmstone,7817-106,764-57-0411,764-57-0411,686-95-4504
626790,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Chanda Fillan,4805-108,597-92-7107,597-92-7107,708-60-8743
626833,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Irvine Froment,4613-118,648-93-5262,850-83-4555,707-42-2420
628574,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Shermie Mallaby,6401-100,601-84-4035,601-84-4035,660-04-9295
628929,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Olvan Inkin,6401-124,607-16-1404,886-06-2383,492-56-6062
629331,resolved,https://www.courts.wa.gov/court_rules/,guilty,Derrik Burwell,6401-104,682-01-9176,682-01-9176,597-60-4603
630012,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Anastasia Cosans,9999-100,584-77-7213,659-30-2917,591-95-8384
631081,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Rodolph Swyn,1947-112,147-11-2492,140-22-5423,524-18-7144
631114,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Penelopa Hubert,8757-122,174-14-2326,708-16-1255,739-15-4253
632047,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Kati MacCafferky,7692-106,521-96-2669,794-62-6350,830-27-1975
632773,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Helaina Laying,8140-122,121-92-1607,577-73-3771,394-62-7695
633725,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Oran Rowntree,7692-118,780-59-2672,604-30-9646,305-55-5256
635054,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Fiorenze Debold,2423-122,111-12-2834,111-12-2834,555-20-3243
635232,resolved,https://www.courts.wa.gov/court_rules/,guilty,Eustacia Craufurd,8757-122,116-93-3582,116-93-3582,586-37-7286
637506,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Allix Derdes,4805-104,507-84-3370,303-94-6478,384-53-1324
638544,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Cristina Morsom,2423-108,761-85-9364,761-85-9364,180-75-8703
638889,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Aviva Applegate,9999-100,470-42-6925,659-30-2917,690-97-7105
638945,resolved,https://www.courts.wa.gov/court_rules/,guilty,Randy Harse,6401-108,634-32-2227,398-47-8954,160-51-6345
641954,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Samson Cronchey,5785-114,882-48-0443,428-13-0731,302-99-2568
642797,resolved,https://www.courts.wa.gov/court_rules/,guilty,Gregoor Gravener,8140-120,413-16-1264,890-27-5563,717-42-4267
645029,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Karisa Adel,2939-110,537-24-1002,832-55-6623,312-69-0502
645545,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Chandra Vayro,2423-122,258-70-5396,258-70-5396,297-99-1128
646505,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Matty Shaddock,7922-124,660-65-8460,258-69-7111,460-26-8240
646611,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Briggs Simanenko,1100-100,681-74-9879,348-28-4231,650-24-0226
646737,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Ashley Walker,5785-110,485-36-2079,228-29-2235,833-54-5830
646807,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Andre Moscrop,2911-122,463-29-1078,387-21-5553,704-58-0902
646808,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Wendeline Kiehne,1568-108,163-73-4864,769-42-2396,224-46-7355
646834,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Courtnay Siemianowicz,0600-110,391-17-3340,882-23-2908,276-28-8078
647184,resolved,https://www.courts.wa.gov/court_rules/,guilty,Bobine D'Errico,5785-122,855-92-2872,462-24-2809,591-90-5723
647490,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Jaime Overell,1100-116,537-19-5854,218-70-2670,624-49-9692
648071,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Yehudi Lepoidevin,2021-102,759-48-1434,716-21-1394,369-99-0167
648305,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Jobey Hounsom,2911-106,324-70-1216,372-52-7120,829-11-7366
648802,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Panchito Galler,4805-104,440-32-1716,440-32-1716,564-41-1910
649886,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Joyan Evamy,1489-124,368-13-8919,758-74-0214,611-98-7667
650093,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Isabeau Trahair,2911-122,404-48-0300,463-29-1078,768-32-9354
650308,in_court,https://www.courts.wa.gov/court_rules/,guilty,Valma Bomfield,6401-110,291-47-1944,838-01-0010,844-34-3018
651040,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Elnar Brimmicombe,1100-110,279-89-3498,645-38-7386,388-82-9828
651482,in_court,https://www.courts.wa.gov/court_rules/,guilty,Taddeo Cudihy,2423-116,650-35-7298,643-91-9391,439-77-2493
651517,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Bekki MacDonnell,3360-118,476-57-0400,476-57-0400,757-29-0118
651618,in_court,https://www.courts.wa.gov/court_rules/,guilty,Moreen Kobpa,5785-114,346-63-1828,681-81-2305,866-29-4953
652584,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Brenna Robarts,2911-106,372-52-7120,679-63-3737,767-09-3190
653098,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Waylin St. Paul,2939-102,615-58-9774,864-80-7444,413-40-2084
655781,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Bastien Genders,4805-104,440-32-1716,698-48-7328,847-90-6201
657487,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Tiphanie Ventam,3360-112,437-03-4413,621-05-0258,121-69-7746
658317,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Quintana Ianson,0813-114,631-32-6477,711-85-2696,752-09-4321
661053,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Beniamino Attenborrow,4805-108,105-49-5346,472-63-0366,851-42-2908
661106,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Zoe Edlin,3360-106,276-91-5763,641-80-2688,560-19-5592
661700,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Ellerey Hawarden,6401-100,276-67-0571,501-74-8750,474-77-1447
662019,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Mariam Bartaletti,8757-122,529-73-5495,310-70-5486,739-15-4253
662890,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Ron Lister,0813-110,307-70-6151,492-09-3743,747-31-8579
663591,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Beverie Ravenscroft,3571-122,649-14-0909,732-68-0857,324-04-5483
663905,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Olag Swannack,8140-114,730-48-7842,502-07-5870,432-63-6340
664007,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Winna Gutch,3360-118,723-16-6450,723-16-6450,301-15-1866
665421,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Burlie Alebrooke,0600-104,418-47-6429,109-40-6855,482-33-7713
